,gene_symbol,GSM1531972,GSM1531973,GSM1531974,GSM1531975,GSM1531976,GSM1531977,GSM1531978,GSM1531979,GSM1531980,GSM1531981,GSM1531982,GSM1531983
ENSMUSG00000044950,Pwwp2a,35.25671,33.5052,36.78831,35.34275,32.47257,35.93179,34.51928,32.77801,32.57126,33.81305,33.92848,31.66239
ENSMUSG00000044951,Mylk4,5.99641,0.16276,0.11025,0.06556,0,0.05036,0.12083,0,0.11973,0.0295,7.49632,0.11453
ENSMUSG00000044952,Kctd21,3.06733,3.57053,2.99235,2.66154,2.98058,1.89714,3.10252,2.8624,2.97227,2.61683,2.90814,3.14875
ENSMUSG00000044957,Pp2d1,0.29042,0.1755,0.31144,0.14204,0,0.14114,0.27826,0.03597,0.3195,0.06436,0.15648,0.08661
ENSMUSG00000044966,Fbxo48,8.10905,6.63611,7.28724,7.82988,6.96512,8.8786,6.32551,7.12111,6.4709,7.29186,7.75508,6.99719
ENSMUSG00000044968,Napepld,7.34887,5.96098,7.29927,7.62857,7.6786,8.68764,5.83845,5.85328,6.07732,6.08948,6.35711,6.49538
ENSMUSG00000044976,Wdr72,1.00E-05,0.03607,0.12121,4.00E-05,0.05675,0,0.03012,0.14458,3.00E-05,0,1.00E-05,0.11773
ENSMUSG00000044982,Sft2d3,5.67631,6.27546,8.06175,5.88014,5.86703,5.99495,5.99419,6.21351,7.02821,7.43887,7.2401,6.22751
ENSMUSG00000044985,Olfr124,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044986,Tst,95.93331,103.86926,93.57243,91.45156,96.03708,95.99505,111.02777,107.44421,104.64845,109.05458,98.33224,106.1829
ENSMUSG00000044988,Ucn3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044991,1110034G24Rik,6.06911,7.29215,6.8688,6.36013,6.35157,5.46818,6.93149,6.03909,6.04367,6.47621,6.42749,6.50785
ENSMUSG00000044994,Olfr1426,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044997,E130304I02Rik,0.03595,0,0.08563,0,0,0.19225,0.06248,0.07243,0.11708,0.22288,0.11757,0.07432
ENSMUSG00000045004,Spata21,0.03526,0.03607,0,0,0,0.03794,0.09036,0,0,0.08821,0.03029,0.03499
ENSMUSG00000045005,Fzd5,42.69582,43.85609,41.73128,41.83411,38.69522,39.46043,34.94433,43.10418,40.68306,45.1036,44.19785,41.79805
ENSMUSG00000045007,Tubg2,0.18741,0.2305,0.26607,0.16582,0.09989,0.24464,0.32228,0.14801,0.13108,0.12572,0.19445,0.1482
ENSMUSG00000045008,9030612E09Rik,0.10577,0,0.0352,0,0.06435,0.07803,0.06116,0,0,0,0.09088,0
ENSMUSG00000045009,Prrt3,0.10577,0.14768,0.07041,0,0,0,0.03593,0.03491,0,0.05881,0,0.06997
ENSMUSG00000045010,LOC102634296,0.07051,0,0.60166,0.27894,0.2199,0.07604,0.24099,0.13963,0.06192,0.05881,0.03033,0.2449
ENSMUSG00000045013,Olfr711,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045019,Acer1,0.10777,0.07414,0.14351,0,0.0325,0.03851,0.09126,0.1407,0.09459,0.09012,0.09162,0.07049
ENSMUSG00000045022,1700024P04Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045027,Prss22,0,0,0,0,0,0,0,0,0,0,0.06059,0.03499
ENSMUSG00000045030,Olfr1443,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045031,Cetn4,3.04182,2.3094,2.58299,2.53746,2.78427,2.53269,2.72611,2.90595,2.38733,2.2346,2.79612,2.62239
ENSMUSG00000045034,Ankrd34b,0.03526,0,0,0.03095,0,0,0,0.06981,0,0,0.09088,0
ENSMUSG00000045036,Tmem232,0,0,0,0,0,0,0,0.03491,0,0.0294,0,0
ENSMUSG00000045038,Prkce,7.0982,6.38366,6.16072,5.91219,5.42824,6.07083,5.57248,5.86443,6.68858,6.73318,7.7257,5.77269
ENSMUSG00000045039,Megf8,15.61872,13.74109,14.53929,13.71004,12.36152,15.06327,12.68115,11.9383,12.66314,14.31912,18.41825,14.48419
ENSMUSG00000045045,Lrfn4,9.02572,6.34759,8.90664,8.10841,6.65138,8.49919,8.61475,7.47018,6.65666,8.26213,8.27008,7.62695
ENSMUSG00000045052,Prlhr,0,0,0,0,0,0,0,0,0,0.05881,0,0
ENSMUSG00000045053,Kcng3,0.07051,0.07213,0.07041,0.24758,0.09412,0.07589,0.03012,0.03491,0.12385,0.23522,0.12117,0.06997
ENSMUSG00000045062,Pcdhb7,0.14117,0.18033,0.14096,0.21683,0.18825,0,0.12049,0.17454,0.12385,0.20582,0.18176,0.03499
ENSMUSG00000045064,Zc2hc1c,0.49359,0.39672,0.59847,0.43327,0.56474,0.64503,0.27109,0.76796,0.58826,0.52925,0.81792,0.76969
ENSMUSG00000045071,E130308A19Rik,19.32806,18.93905,18.38464,18.32394,19.14588,19.37649,17.68065,18.79051,19.26077,21.67709,21.75047,20.66334
ENSMUSG00000045078,Rnf216,47.60255,48.97001,43.51469,47.52629,45.26666,48.9032,46.02823,45.12748,45.61846,46.74264,52.27243,46.45054
ENSMUSG00000045083,Lingo2,0,0,0,0.04041,0,0,0,0.03491,0,0.0294,0,0.06997
ENSMUSG00000045087,S1pr5,0.21154,0.20185,0.10561,0.0619,0.37649,0.18095,0.12049,0.20944,0,0.20582,0.18176,0.27989
ENSMUSG00000045091,Aqp12,0,0,0,0,0,0,0,0.03491,0,0,0.03029,0
ENSMUSG00000045092,S1pr1,19.53221,19.1149,19.60868,19.80678,20.613,18.97138,20.90432,22.58506,21.88961,22.37542,22.68965,21.13154
ENSMUSG00000045094,Arhgef37,0.59936,0.82952,0.66888,0.37138,0.43924,0.7968,1.2651,1.01231,0.77403,0.88208,1.42378,0.97961
ENSMUSG00000045095,Magi1,9.86508,9.54116,9.82704,7.87624,10.14806,11.78536,9.80147,9.90451,9.19967,9.22064,10.50103,9.42264
ENSMUSG00000045098,Kmt5b,37.54559,40.49491,39.75605,39.28495,39.39566,40.07405,40.36185,37.69627,43.74161,46.26543,44.98475,41.70303
ENSMUSG00000045100,Slc25a26,3.49072,2.95629,3.58301,4.35672,4.07773,2.73151,4.58451,2.04745,3.15712,2.96514,3.73204,2.52309
ENSMUSG00000045102,Poln,0,0,0.61982,0.8975,0,0,0.00863,0,0.53788,0,0,0
ENSMUSG00000045103,Dmd,15.73438,15.5511,15.55359,16.00942,16.15519,15.65539,14.23896,14.70967,17.47735,17.08529,19.50223,16.18695
ENSMUSG00000045106,Ccdc73,1.19873,0.82951,1.44337,1.14508,1.38048,1.44182,1.14462,1.36139,1.42421,0.99972,1.42378,1.71431
ENSMUSG00000045107,Saysd1,3.25298,4.08334,3.94037,4.021,3.96459,4.1916,4.52592,3.7293,3.38881,3.85445,3.17168,4.24368
ENSMUSG00000045109,Krtap4-7,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045111,Taar6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045114,Prrt2,2.23112,0.92453,0.5328,2.26867,0.66809,1.93647,1.17893,1.64526,1.27397,0.52872,1.97635,1.40837
ENSMUSG00000045126,Olfr1445,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045128,Rpl18a,0.70135,0.96514,0.54806,0.6871,0.97827,0.92136,0.93145,0.93131,1.10142,0.65125,0.6729,0.85362
ENSMUSG00000045132,Olfr620,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045136,Tubb2b,16.81126,3.62346,2.52236,3.51786,2.52724,2.93082,7.32244,2.61923,2.9659,2.68891,20.17706,5.86775
ENSMUSG00000045140,Pigw,9.30778,7.86237,9.54032,11.79124,9.78883,9.48568,7.62077,7.92396,8.60724,8.52679,8.51242,8.7815
ENSMUSG00000045148,Olfr1255,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045150,Olfr1161,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045160,Bola3,68.36264,64.52181,66.07809,73.40886,67.39226,71.82558,63.46597,60.80852,55.91591,57.45264,58.55686,66.01855
ENSMUSG00000045165,AI467606,10.18918,11.1083,9.85716,8.78926,7.62889,9.09962,9.73218,9.82507,10.82855,8.91231,9.58588,9.20627
ENSMUSG00000045174,Amer3,0,0.03607,0,0,0,0,0.03012,0,0,0,0.03029,0.03499
ENSMUSG00000045176,Borcs6,7.50753,7.52505,5.97137,7.10737,6.74543,6.81588,8.53493,8.30987,7.88747,8.88891,8.14185,7.96845
ENSMUSG00000045179,Sox3,0,0,0,0,0,0.03794,0,0,0,0,0,0
ENSMUSG00000045180,Shroom2,13.04497,10.96399,10.9837,12.30655,11.85951,9.75125,11.0847,12.91571,13.26845,15.67161,14.25855,12.66495
ENSMUSG00000045193,Cirbp,14.34948,13.52471,15.27859,16.43346,15.43625,18.21253,16.95842,14.2771,13.592,15.37759,18.81217,15.77871
ENSMUSG00000045201,Lrrc3b,0.10577,0.07213,0.10561,0.15474,0.09412,0.07589,0.03012,0.10472,0.06192,0,0.06059,0.06997
ENSMUSG00000045202,Olfr123,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045204,Olfr835,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045205,Dpy19l4,28.94689,29.18701,29.14894,29.92634,26.8574,27.52542,23.2838,26.42941,28.1756,29.40348,27.84244,27.86723
ENSMUSG00000045210,Vcpip1,75.14443,74.55879,76.55277,79.49965,76.44152,69.43825,66.5045,78.37639,85.82645,84.12548,85.59476,79.86109
ENSMUSG00000045211,Nudt18,6.20518,7.24129,5.95924,6.04144,6.84947,6.00456,6.33496,6.04066,6.26337,5.9755,6.39915,5.73946
ENSMUSG00000045215,Asxl3,2.08014,1.58689,1.02092,1.02129,1.28635,1.56282,1.1145,1.40337,1.42886,1.44938,3.18286,1.65222
ENSMUSG00000045216,Hs6st1,161.66912,152.18394,162.12769,166.76868,158.40018,163.19812,143.74112,163.40376,151.96965,159.41263,156.24197,158.50373
ENSMUSG00000045217,Ppp1r2-ps9,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045225,Olfr1152,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045232,Rln3,0,0,0,0.03095,0.03137,0,0,0,0,0,0.03029,0
ENSMUSG00000045236,Krtap5-4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045237,1110012L19Rik,8.99045,7.46563,7.99132,8.17029,7.56123,8.00591,9.18705,8.51739,8.66914,7.26244,8.27005,7.9768
ENSMUSG00000045246,Kcng4,0,0.03607,0,0,0.03137,0,0,0,0,0,0,0
ENSMUSG00000045248,Med26,14.21025,14.30253,13.68276,15.16947,15.03585,15.57601,16.26236,15.06901,12.95484,12.57101,14.62339,13.7994
ENSMUSG00000045251,Zfp688,5.81735,5.98693,7.11318,5.63256,5.6474,6.8297,7.5605,5.44556,6.53283,6.77167,6.63604,5.94762
ENSMUSG00000045252,Zfp574,22.22749,21.46001,19.33579,20.87875,18.67588,20.58299,18.90365,20.24624,19.276,21.07546,21.03218,22.1498
ENSMUSG00000045257,Morn2,2.87429,3.13772,2.09171,2.59964,2.33627,2.0271,2.72772,2.59971,2.13104,1.82296,2.33258,2.55398
ENSMUSG00000045259,Klhdc9,0.35061,0.32372,0.30592,0.42865,0.43996,0.41916,0.18839,0.17567,0.27369,0.30183,0.58074,0.44355
ENSMUSG00000045267,Tas2r119,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045268,Zfp691,5.43536,4.78666,4.23235,4.44312,4.53781,4.87873,5.37647,4.84042,5.0462,5.6912,5.30281,4.64533
ENSMUSG00000045273,Cenph,41.91302,44.29796,43.5858,45.07735,40.26599,44.92702,37.59587,35.76273,36.77873,34.47911,36.19028,37.16147
ENSMUSG00000045275,Lca5l,0.388,0.39682,0.21122,0.46422,0.251,0.2656,0.27109,0.17454,0.18577,0.35296,0.36352,0.17493
ENSMUSG00000045281,Gpr20,0.03526,0.03611,0.07041,0.0619,0,0.11383,0.12055,0.03491,0.03097,0.0294,0.15147,0
ENSMUSG00000045282,Tmem86b,17.59016,17.00262,19.96694,17.52552,17.90312,17.62801,14.25179,17.47409,17.66079,17.34827,16.82136,17.0647
ENSMUSG00000045284,Dcaf12l1,2.99682,2.05575,2.21786,2.94007,2.10209,2.69393,2.43984,3.21147,2.41497,3.02847,4.81664,2.86885
ENSMUSG00000045287,Rtn4rl1,2.32694,3.10167,2.67551,3.03291,3.35707,2.84571,2.74105,3.07185,2.8794,3.32248,2.99903,2.41403
ENSMUSG00000045288,Ush1g,0.28205,0.32459,0.14083,0.15474,0.40787,0.2277,0.24099,0.38398,0.52634,0.29405,0.42413,0.45486
ENSMUSG00000045291,E330021D16Rik,0,0.13944,0,0.08392,0,0,0,0.34196,0.1485,0,0,0
ENSMUSG00000045294,Insig1,126.91594,91.85902,81.20123,93.14092,96.42689,96.56918,114.70333,112.1618,121.74926,150.99741,106.68502,98.88998
ENSMUSG00000045302,Preb,19.25769,20.9552,20.23089,20.37728,19.95103,20.79836,19.19302,15.58366,18.43405,18.58079,19.6552,18.6408
ENSMUSG00000045306,Olfr734,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045312,Lhfpl2,23.0931,15.72473,16.65183,14.32897,15.65585,16.61888,15.18125,15.14978,13.96352,16.58353,24.41639,16.09386
ENSMUSG00000045314,Sowahb,5.21737,5.51846,5.81008,4.70511,4.86492,4.32059,4.70958,5.2732,5.13877,5.53504,4.93682,5.11191
ENSMUSG00000045316,Fahd1,32.64777,30.58387,29.74749,30.29818,31.93917,33.04819,35.21205,33.96483,31.76635,35.54782,33.83765,32.15217
ENSMUSG00000045318,Adra2c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045319,Proser2,7.58019,6.65663,4.92858,5.60865,5.5908,6.03289,7.89183,6.45786,5.60398,6.52738,6.19424,6.92723
ENSMUSG00000045322,Tlr9,1.09296,1.62296,1.16174,1.11413,1.72559,0.94857,1.44583,1.57083,2.22921,1.85237,1.99936,2.09916
ENSMUSG00000045326,Fndc7,0.14103,0.07213,0,0.03095,0.09412,0.15177,0.18073,0.03491,0.03096,0.17642,0.30293,0.10496
ENSMUSG00000045327,6330549D23Rik,1.26521,1.02121,1.37347,1.50322,1.66826,1.78537,1.14259,1.0466,1.11073,1.31495,1.33986,1.81992
ENSMUSG00000045328,Cenpe,181.45066,190.12332,198.19658,195.9698,190.96301,192.50121,147.68456,174.44508,185.52659,199.76994,199.27164,200.90797
ENSMUSG00000045330,4933402E13Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045331,2310079G19Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045333,Zfp423,2.96156,2.48854,1.26735,2.41395,1.53735,1.78331,1.86753,1.95481,1.76479,2.32281,2.81727,2.2391
ENSMUSG00000045336,Hsfy2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045337,Defb11,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045340,Vmn1r70,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045341,Olfr167,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045348,Nyap1,1.93519,1.54948,1.68633,1.70159,2.05736,2.0279,1.67223,2.4472,1.86993,1.78405,2.67205,2.59509
ENSMUSG00000045349,Sh2d5,1.7518,2.56068,2.44371,2.095,2.11504,2.86192,2.22899,2.42425,2.53439,2.09776,2.28323,2.22924
ENSMUSG00000045350,1700030F18Rik,0,0.03607,0,0.03095,0,0,0.03012,0,0.03096,0.0294,0,0
ENSMUSG00000045362,Tnfrsf26,1.64299,1.85751,0.60845,1.0916,1.85832,0.82508,1.87662,1.57742,1.92611,1.97712,0,0
ENSMUSG00000045364,Ifne,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045374,Wdr81,97.37884,99.43374,98.78278,99.00285,96.06837,108.25043,97.44303,100.3935,98.48778,104.34995,96.93857,102.15928
ENSMUSG00000045377,Tmem88,4.80848,5.03328,4.82967,4.6456,4.08647,5.16423,4.728,5.09956,4.84886,5.10223,5.73428,4.84488
ENSMUSG00000045378,Pxt1,0.09625,0.14426,0.14082,0.13432,0.15687,0.12874,0.16136,0.06981,0.34057,0.08821,0.21205,0.06997
ENSMUSG00000045381,Olfr433,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045382,Cxcr4,10.43597,13.77658,9.75036,8.94402,8.93953,9.59952,15.45045,13.43853,14.79718,14.67193,14.23701,11.96305
ENSMUSG00000045392,Olfr1033,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045394,Epcam,1.48078,2.12789,0.49286,1.14508,0.72161,0.60708,13.97639,1.60574,1.3623,1.73476,1.21173,1.64434
ENSMUSG00000045395,Olfr1499,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045404,Kcnk13,1.19873,1.40658,1.37296,1.6093,0.97261,1.17622,1.2651,1.71046,1.30037,1.1173,1.90848,1.43443
ENSMUSG00000045409,Trim39,30.63869,27.51946,30.34806,33.88649,27.83413,35.22315,27.17706,26.61518,28.00619,28.72622,29.79606,30.83322
ENSMUSG00000045410,Akr1e1,19.9655,21.38701,20.45513,18.17107,21.99345,17.73693,18.7525,18.99041,20.37462,19.6543,21.44553,18.92571
ENSMUSG00000045411,2410002F23Rik,40.75112,38.87704,42.03373,46.20556,41.79073,51.10888,39.69388,35.74511,37.27736,35.45549,42.58257,35.78486
ENSMUSG00000045414,1190002N15Rik,47.80788,43.74774,43.61785,43.85343,44.11258,41.96472,41.7785,47.474,52.29355,44.60363,50.25641,44.36237
ENSMUSG00000045417,Vmn1r230,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045421,Olfr1390,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045427,Hnrnph2,144.23869,137.1415,147.56898,152.45929,149.1567,145.46355,132.25035,129.90505,138.31873,130.47588,139.61069,140.33758
ENSMUSG00000045435,Tmem60,14.01155,12.88237,15.32461,15.52831,15.49203,14.96012,15.34736,14.04975,13.25872,13.64738,14.48668,14.20535
ENSMUSG00000045438,Cox19,7.63274,7.77087,7.09208,7.86939,7.75333,8.23137,6.93019,5.72667,7.00757,8.57586,6.79582,7.22206
ENSMUSG00000045440,Insm2,0,0,0,0,0,0,0,0,0.03096,0,0,0
ENSMUSG00000045441,Gprin3,0.84616,0.97378,0.63367,0.86655,0.90986,1.02446,1.68681,0.87268,1.60998,2.14639,1.30261,1.29448
ENSMUSG00000045463,Slco6b1,0,0,0,0,0,0,0.03012,0,0,0,0,0
ENSMUSG00000045466,Zfp956,7.76395,7.79277,8.42962,8.07955,7.95885,9.76042,7.49936,7.81103,7.81643,7.60284,7.71321,7.90295
ENSMUSG00000045467,Ttll13,0.2657,0.05919,0.19781,0.1393,0.24106,0.22661,0.23088,0.40632,0.34074,0.18988,0.14596,0.52522
ENSMUSG00000045471,Hcrt,0,0,0,0,0.03137,0,0,0,0,0,0,0
ENSMUSG00000045474,Olfr1368,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045475,Lce3c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045479,Olfr459,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045482,Trrap,69.44829,71.97544,65.57805,72.02997,70.80323,73.72106,59.80339,74.44425,71.17367,83.96429,82.83738,84.51213
ENSMUSG00000045493,Bhlhe23,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045498,Pcdhb3,0.07051,0.1082,0,0.15474,0.03137,0.03794,0.12049,0,0,0.14701,0.21205,0.03499
ENSMUSG00000045502,Hcar2,0.28205,0.54099,0.49286,0.43327,0.62749,0.30354,0.21085,0.34907,0.5573,0.29403,0.42411,0.27989
ENSMUSG00000045503,Sys1,22.72276,24.75246,25.57242,25.39404,24.99133,26.76182,25.22981,21.9716,22.90536,23.19373,23.32221,22.03167
ENSMUSG00000045508,Olfr1367,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045509,Gpr150,4.11767,3.35414,5.84799,6.46816,5.83565,7.20913,3.50222,3.70017,3.74632,3.82234,3.99871,3.5336
ENSMUSG00000045514,Olfr460,0,0,0,0,0,0,0.03012,0,0,0,0,0
ENSMUSG00000045515,Pou3f3,0.03532,0,0.07079,0.09301,0.09422,0,0.15099,0.21003,0.12405,0.11805,0.06781,0.14383
ENSMUSG00000045518,Onecut3,0.24488,0.15253,0.23654,0.23806,0.27095,0.3299,0.4501,0.20352,0.19671,0.23197,0.287,0.19851
ENSMUSG00000045519,Zfp560,4.40708,4.09561,4.90663,3.89933,3.86304,5.03883,3.95995,3.42198,4.91776,4.26334,4.35546,4.03993
ENSMUSG00000045521,Tssk2,0,0,0.0352,0.03095,0.06275,0.07589,0.06024,0,0.06192,0,0.03029,0.03499
ENSMUSG00000045528,Olfr891,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045532,C1ql1,0.14103,0.2164,0.0352,0.15474,0.18825,0.11383,0.09036,0.34907,0.21673,0.38223,0.15147,0.17493
ENSMUSG00000045534,Kcna5,0.45834,0.25246,0.14082,0.09284,0.34512,0.2656,0.24097,0.31417,0.18577,0.05881,0.36352,0.20992
ENSMUSG00000045538,Ddx28,16.07706,12.22635,13.20154,14.22046,14.18126,16.08773,13.88603,14.03276,14.1493,12.99597,14.11667,13.39964
ENSMUSG00000045539,Sprr3,0,0,0.0352,0,0,0,0,0,0,0,0,0
ENSMUSG00000045540,Olfr600,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045545,Krt14,0.42308,0.46886,0.21122,0.24758,0.21962,0.2656,0.24097,0.38398,0.12385,0.41164,0.51499,0.20992
ENSMUSG00000045551,Fpr1,1.65707,3.24594,2.25307,3.12576,2.79232,2.69394,3.25313,2.26898,3.93208,3.73414,3.33227,2.69393
ENSMUSG00000045555,Mettl24,0.35257,0.50492,0.31684,0.49517,0.28237,0.22766,0.33134,0.27926,0.46442,0.49984,0.51499,0.4898
ENSMUSG00000045559,Olfr827,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045566,Sprr4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045569,Mc2r,1.48078,0.86558,1.12653,1.57835,1.2236,1.36594,1.35547,0.62833,0.92884,1.02909,1.15114,1.15454
ENSMUSG00000045573,Penk,3.27888,0.72132,0.59847,0.40233,0.43924,0.68297,0.66267,0.59342,0.68115,0.64686,5.78601,0.69972
ENSMUSG00000045575,Vmn1r233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045576,St7l,11.6069,10.51692,10.61444,9.64364,9.91911,10.2748,11.10744,10.27083,10.12315,9.80435,11.74219,12.02041
ENSMUSG00000045581,Olfr710,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045584,Olfr610,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045587,BC049730,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045589,Frrs1l,0.38885,0.14715,0.03599,0.06234,0.095,0.26799,0.09071,0.10643,0.12526,0.17926,0.45618,0.03511
ENSMUSG00000045591,Olig3,0.03526,0.07213,0,0,0,0,0,0.03491,0.03096,0,0,0
ENSMUSG00000045594,Glb1,23.82086,28.80134,25.02111,23.05596,26.44356,23.86678,26.87604,26.04343,29.65472,27.18284,29.57035,28.47916
ENSMUSG00000045598,Zfp553,15.2258,14.34426,14.66334,14.58131,13.82927,15.03324,13.07652,12.74678,13.72167,13.81444,15.10557,12.76677
ENSMUSG00000045608,Dbx2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045613,Chrm2,2.3622,2.05575,2.28827,2.59964,2.00796,1.51771,2.98203,2.05953,2.56978,2.46982,2.63551,1.57437
ENSMUSG00000045620,Odf3l1,0,0,0,0,0,0,0,0,0,0.0294,0.06059,0
ENSMUSG00000045624,Esf1,41.42659,41.18734,47.50197,50.29071,47.21842,49.2498,39.2182,39.34059,39.87794,37.48836,42.34986,41.87813
ENSMUSG00000045625,Pigz,0.52885,0.50492,0.42245,0.52612,0.56474,0.41737,0.30122,0.24435,0.30961,0.47044,0.69675,0.4898
ENSMUSG00000045629,Sh3tc2,27.74702,30.3314,31.78931,29.52448,30.46455,27.20495,24.63941,26.25031,22.94229,25.25687,22.0838,26.65935
ENSMUSG00000045631,Tmprss12,0,0,0,0,0,0,0,0.03491,0,0,0,0
ENSMUSG00000045636,Mtus1,31.89538,40.46501,30.81491,28.69849,32.41324,29.88807,38.4226,38.71557,42.66973,43.62504,41.13538,38.2664
ENSMUSG00000045639,Zfp629,14.59626,13.48865,13.69442,13.71,12.67526,14.38026,15.54269,15.11485,15.57349,14.70133,16.29778,13.81949
ENSMUSG00000045648,Vwc2l,0.2468,0.46886,0.07041,0.37138,0.21962,0.18971,0.36146,0.06981,0.27865,0.32343,0.42411,0.45482
ENSMUSG00000045655,Fam216b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045657,Pcdhb10,0.03526,0.03607,0.0352,0,0.06275,0,0,0.03491,0,0,0.09088,0
ENSMUSG00000045658,Pid1,21.20792,24.94964,23.9577,19.8415,23.5188,21.14581,24.83353,26.94334,27.09199,28.19851,28.50691,26.09707
ENSMUSG00000045659,Plekha7,13.26146,13.21267,11.87708,13.13474,14.39698,12.81544,12.90236,12.75321,13.40713,13.65558,15.66971,14.62455
ENSMUSG00000045662,Henmt1,0,0,0,0.03185,0.06275,0,0,0.06981,0,0,0,0.06239
ENSMUSG00000045664,Cdc42ep2,8.07378,7.24926,6.58318,7.11807,6.55726,6.39101,7.16893,7.40036,8.14281,6.35098,7.42186,6.89226
ENSMUSG00000045665,Mfsd5,19.0386,20.05268,17.63735,19.28062,19.2639,19.00931,17.68133,20.00186,19.07215,17.99438,20.26628,18.43756
ENSMUSG00000045667,Smtnl2,8.84199,4.12576,5.04983,4.97127,4.77936,4.53401,7.40893,5.44892,5.67043,6.69829,10.45231,5.63372
ENSMUSG00000045671,Spred2,24.39761,23.29855,26.64949,26.12037,27.42127,27.81202,20.93443,24.71439,25.65457,26.57998,25.68866,23.96541
ENSMUSG00000045672,Col27a1,23.48617,21.22454,23.13906,21.28316,20.56171,25.39423,19.38443,21.69545,19.60874,23.48672,24.78456,21.9536
ENSMUSG00000045678,Olfr1489,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045679,Pqlc3,7.43916,7.50171,7.43013,8.60615,8.25149,8.12019,4.90302,6.07446,5.51231,6.2349,6.87658,7.27956
ENSMUSG00000045680,Tcf21,3.94875,4.07545,3.94287,4.14706,3.79632,4.1737,6.02431,3.63037,4.73708,4.05757,4.45312,3.70852
ENSMUSG00000045684,Lcn6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045689,Pcdhb4,0.17628,0.03607,0.10561,0,0.06275,0.15177,0.21085,0.10472,0.09288,0.0294,0.09088,0.14794
ENSMUSG00000045690,Wdr89,3.68466,4.72319,7.76891,7.39719,6.04699,6.62,5.09066,6.37035,4.50004,5.80588,6.79579,5.39903
ENSMUSG00000045691,Thtpa,14.76746,15.50781,17.21231,17.53879,16.82885,18.16616,14.68721,13.40979,15.26999,14.37892,16.20136,15.69826
ENSMUSG00000045693,Nlrp4e,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045694,Gm4997,0,0,0,0,0,0,0,0,0,0,0.03038,0.03504
ENSMUSG00000045708,Olfr447,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045709,Smkr-ps,0.35257,0.36066,0.24643,0.40233,0.31374,0.45531,0.54219,0.52361,0.4025,0.26462,0.30293,0.38485
